security,file,rank_1,rank_2,rank_3
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
AAPL,AAPL_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
V,ABBV_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
AMZN,AMZN_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
V,AVGO_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
CAT,CAT_2022_10-K.html,oil_exposure,,
