Date,Value
24-Jan,99.64
24-Feb,99.75
24-Mar,99.85
24-Apr,99.94
24-May,100.05
24-Jun,100.16
24-Jul,100.26
24-Aug,100.33
24-Sep,100.37
24-Oct,100.4
24-Nov,100.42
24-Dec,100.43
