Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,8.1,-2.21,8.1,-2.21,108100.31,,
2014,Mar-Apr,-4.66,-7.3,3.06,-7.3,103058.65,,
2014,,,,,,,-4.66,-7.3
Final Portfolio Value,"$103,058.65",,,,,,,
Cumulative Max Drawdown,-7.3%,,,,,,,
